FILENAME,LEYE_CENTER_X,LEYE_CENTER_Y,REYE_CENTER_X,REYE_CENTER_Y
s01_VR_IR_F_LEYE_0001.png,93.8,104.1,0.0,0.0
s01_VR_IR_F_LEYE_0051.png,91.8,103.2,0.0,0.0
s01_VR_IR_F_LEYE_0101.png,92.6,99.0,0.0,0.0
s01_VR_IR_F_LEYE_0151.png,91.2,102.4,0.0,0.0
s01_VR_IR_F_LEYE_0201.png,95.0,104.4,0.0,0.0
s01_VR_IR_F_LEYE_0251.png,92.8,104.0,0.0,0.0
s01_VR_IR_F_LEYE_0301.png,95.2,101.6,0.0,0.0
s01_VR_IR_F_LEYE_0351.png,94.6,102.8,0.0,0.0
s01_VR_IR_F_LEYE_0401.png,93.4,103.0,0.0,0.0
s01_VR_IR_F_LEYE_0451.png,86.2,101.4,0.0,0.0
s01_VR_IR_F_LEYE_0501.png,93.6,103.2,0.0,0.0
s01_VR_IR_F_LEYE_0551.png,92.4,101.0,0.0,0.0
s01_VR_IR_F_LEYE_0601.png,93.0,101.6,0.0,0.0
s01_VR_IR_F_LEYE_0651.png,90.4,104.6,0.0,0.0
s01_VR_IR_F_LEYE_0701.png,84.8,102.2,0.0,0.0
s01_VR_IR_F_LEYE_0751.png,85.0,102.8,0.0,0.0
s01_VR_IR_F_LEYE_0801.png,85.6,100.4,0.0,0.0
s01_VR_IR_F_LEYE_0851.png,85.4,102.6,0.0,0.0
s01_VR_IR_F_LEYE_0901.png,85.8,101.6,0.0,0.0
s01_VR_IR_F_LEYE_0951.png,84.8,101.6,0.0,0.0
s01_VR_IR_F_LEYE_1001.png,83.2,103.8,0.0,0.0
s01_VR_IR_F_LEYE_1051.png,83.0,104.0,0.0,0.0
s01_VR_IR_F_LEYE_1101.png,81.4,103.8,0.0,0.0
s01_VR_IR_F_LEYE_1151.png,81.8,103.8,0.0,0.0
s01_VR_IR_F_LEYE_1201.png,82.2,104.2,0.0,0.0
s01_VR_IR_F_LEYE_1251.png,80.8,105.0,0.0,0.0
s01_VR_IR_F_LEYE_1301.png,80.6,105.2,0.0,0.0
s01_VR_IR_F_LEYE_1351.png,80.4,105.2,0.0,0.0
s01_VR_IR_F_LEYE_1401.png,79.2,105.6,0.0,0.0
s01_VR_IR_F_LEYE_1451.png,79.6,105.4,0.0,0.0
s01_VR_IR_F_LEYE_1501.png,78.8,105.6,0.0,0.0
s01_VR_IR_F_LEYE_1551.png,78.8,105.2,0.0,0.0
s01_VR_IR_F_LEYE_1601.png,79.2,105.0,0.0,0.0
s01_VR_IR_F_LEYE_1651.png,0.0,0.0,0.0,0.0
s01_VR_IR_F_LEYE_1701.png,76.2,105.6,0.0,0.0
s01_VR_IR_F_LEYE_1751.png,76.6,104.6,0.0,0.0
s01_VR_IR_F_LEYE_1801.png,76.2,106.4,0.0,0.0
s01_VR_IR_F_LEYE_1851.png,69.4,105.0,0.0,0.0
s01_VR_IR_F_LEYE_1901.png,74.8,105.8,0.0,0.0
s01_VR_IR_F_LEYE_1951.png,74.6,107.4,0.0,0.0
s01_VR_IR_F_LEYE_2001.png,74.6,106.8,0.0,0.0
s01_VR_IR_F_LEYE_2051.png,74.8,106.8,0.0,0.0
s01_VR_IR_F_LEYE_2101.png,73.8,107.0,0.0,0.0
s01_VR_IR_F_LEYE_2151.png,73.6,107.0,0.0,0.0
s01_VR_IR_F_LEYE_2201.png,72.2,107.4,0.0,0.0
s01_VR_IR_F_LEYE_2251.png,71.6,108.0,0.0,0.0
s01_VR_IR_F_LEYE_2301.png,70.4,106.8,0.0,0.0
s01_VR_IR_F_LEYE_2351.png,70.4,107.6,0.0,0.0
s01_VR_IR_F_LEYE_2401.png,68.2,109.0,0.0,0.0
s01_VR_IR_F_LEYE_2451.png,71.0,108.6,0.0,0.0
s01_VR_IR_F_LEYE_2501.png,71.0,109.0,0.0,0.0
s01_VR_IR_F_LEYE_2551.png,69.0,109.2,0.0,0.0
s01_VR_IR_F_LEYE_2601.png,68.6,109.0,0.0,0.0
s01_VR_IR_F_LEYE_2651.png,71.8,109.2,0.0,0.0
s01_VR_IR_F_LEYE_2701.png,0.0,0.0,0.0,0.0
s01_VR_IR_F_LEYE_2751.png,72.2,109.2,0.0,0.0
s01_VR_IR_F_LEYE_2801.png,73.6,109.4,0.0,0.0
s01_VR_IR_F_LEYE_2851.png,74.2,110.0,0.0,0.0
s01_VR_IR_F_LEYE_2901.png,76.0,110.0,0.0,0.0
s01_VR_IR_F_LEYE_2951.png,77.4,109.8,0.0,0.0
s01_VR_IR_F_LEYE_3001.png,76.4,109.6,0.0,0.0
s01_VR_IR_F_LEYE_3051.png,77.8,109.4,0.0,0.0
s01_VR_IR_F_LEYE_3101.png,79.0,109.8,0.0,0.0
s01_VR_IR_F_LEYE_3151.png,79.4,110.8,0.0,0.0
s01_VR_IR_F_LEYE_3201.png,81.2,110.4,0.0,0.0
s01_VR_IR_F_LEYE_3251.png,82.0,110.6,0.0,0.0
s01_VR_IR_F_LEYE_3301.png,84.0,111.0,0.0,0.0
s01_VR_IR_F_LEYE_3351.png,83.4,111.4,0.0,0.0
s01_VR_IR_F_LEYE_3401.png,84.2,110.8,0.0,0.0
s01_VR_IR_F_LEYE_3451.png,84.8,111.4,0.0,0.0
s01_VR_IR_F_LEYE_3501.png,86.0,111.6,0.0,0.0
s01_VR_IR_F_LEYE_3551.png,87.6,111.8,0.0,0.0
s01_VR_IR_F_LEYE_3601.png,88.0,111.8,0.0,0.0
s01_VR_IR_F_LEYE_3651.png,88.6,113.0,0.0,0.0
s01_VR_IR_F_LEYE_3701.png,100.2,112.0,0.0,0.0
s01_VR_IR_F_LEYE_3751.png,91.8,113.4,0.0,0.0
