FILENAME,LEYE_CENTER_X,LEYE_CENTER_Y,REYE_CENTER_X,REYE_CENTER_Y
s01_30_DEPTH_F_0001.png,567.8,372.8,472.6,371.8
s01_30_DEPTH_F_0026.png,568.4,372.9,473.1,372.5
s01_30_DEPTH_F_0051.png,571.1,375.5,475.8,374.2
s01_30_DEPTH_F_0076.png,570.4,376.0,475.4,374.2
s01_30_DEPTH_F_0101.png,571.1,375.4,475.8,373.6
s01_30_DEPTH_F_0126.png,569.8,377.8,473.8,375.8
s01_30_DEPTH_F_0151.png,570.4,377.3,474.5,376.3
s01_30_DEPTH_F_0176.png,570.2,377.6,474.0,376.3
s01_30_DEPTH_F_0201.png,571.6,378.7,475.7,377.4
s01_30_DEPTH_F_0226.png,570.5,378.8,474.8,377.3
s01_30_DEPTH_F_0251.png,572.1,378.6,475.5,376.6
s01_30_DEPTH_F_0276.png,573.1,377.7,477.0,376.4
s01_30_DEPTH_F_0301.png,574.2,378.7,477.7,377.6
s01_30_DEPTH_F_0326.png,574.7,378.3,478.8,377.1
s01_30_DEPTH_F_0351.png,577.9,379.4,481.8,378.4
s01_30_DEPTH_F_0376.png,579.6,378.6,483.1,377.3
s01_30_DEPTH_F_0401.png,581.3,379.2,485.6,377.6
s01_30_DEPTH_F_0426.png,579.3,378.2,483.3,376.9
s01_30_DEPTH_F_0451.png,580.6,379.2,484.7,376.9
s01_30_DEPTH_F_0476.png,580.6,381.2,484.9,378.7
s01_30_DEPTH_F_0501.png,576.9,380.6,481.0,378.1
s01_30_DEPTH_F_0526.png,577.1,382.1,480.5,379.1
s01_30_DEPTH_F_0551.png,577.6,380.2,481.5,377.8
s01_30_DEPTH_F_0576.png,574.8,380.9,478.1,378.4
s01_30_DEPTH_F_0601.png,573.1,380.5,477.1,378.0
s01_30_DEPTH_F_0626.png,573.2,380.0,477.2,377.0
s01_30_DEPTH_F_0651.png,573.6,379.9,477.6,377.7
s01_30_DEPTH_F_0676.png,574.2,379.1,477.8,376.3
s01_30_DEPTH_F_0701.png,572.7,379.1,476.0,375.9
s01_30_DEPTH_F_0726.png,572.3,377.9,476.3,374.3
s01_30_DEPTH_F_0751.png,571.5,377.8,475.7,374.8
s01_30_DEPTH_F_0776.png,572.3,376.1,476.5,373.1
s01_30_DEPTH_F_0801.png,571.6,376.5,475.9,373.0
s01_30_DEPTH_F_0826.png,0.0,0.0,0.0,0.0
s01_30_DEPTH_F_0851.png,571.0,376.3,475.5,373.7
s01_30_DEPTH_F_0876.png,572.4,377.5,476.1,374.6
s01_30_DEPTH_F_0901.png,570.3,378.2,474.3,376.0
s01_30_DEPTH_F_0926.png,571.4,378.1,475.0,375.9
s01_30_DEPTH_F_0951.png,571.8,380.3,474.8,377.5
s01_30_DEPTH_F_0976.png,573.3,380.1,476.6,377.6
s01_30_DEPTH_F_1001.png,572.7,381.4,476.4,379.3
s01_30_DEPTH_F_1026.png,573.7,380.0,477.6,377.3
s01_30_DEPTH_F_1051.png,574.1,380.5,477.5,377.3
s01_30_DEPTH_F_1076.png,576.5,379.1,480.3,376.0
s01_30_DEPTH_F_1101.png,575.4,378.8,479.4,375.7
s01_30_DEPTH_F_1126.png,577.2,377.5,481.0,374.0
