FILENAME,LEYE_CENTER_X,LEYE_CENTER_Y,REYE_CENTER_X,REYE_CENTER_Y
s01_50_RGB_F_0001.jpg,0.0,0.0,0.0,0.0
s01_50_RGB_F_0026.jpg,635.8,300.5,563.2,285.9
s01_50_RGB_F_0051.jpg,636.4,301.6,542.4,302.7
s01_50_RGB_F_0076.jpg,637.3,302.5,542.4,302.7
s01_50_RGB_F_0101.jpg,638.0,304.1,541.0,303.8
s01_50_RGB_F_0126.jpg,659.8,286.4,540.1,304.5
s01_50_RGB_F_0151.jpg,636.7,303.8,539.6,305.2
s01_50_RGB_F_0176.jpg,636.9,304.3,539.9,305.4
s01_50_RGB_F_0201.jpg,638.7,307.5,566.8,290.0
s01_50_RGB_F_0226.jpg,636.2,305.7,539.9,307.0
s01_50_RGB_F_0251.jpg,662.7,290.2,543.9,307.0
s01_50_RGB_F_0276.jpg,639.6,308.8,542.6,308.8
s01_50_RGB_F_0301.jpg,642.1,308.6,545.3,307.9
s01_50_RGB_F_0326.jpg,0.0,0.0,0.0,0.0
s01_50_RGB_F_0351.jpg,646.6,307.0,571.8,292.0
s01_50_RGB_F_0376.jpg,646.8,307.0,572.7,292.0
s01_50_RGB_F_0401.jpg,649.5,307.2,577.2,290.4
s01_50_RGB_F_0426.jpg,0.0,0.0,0.0,0.0
s01_50_RGB_F_0451.jpg,647.5,306.1,549.6,307.0
s01_50_RGB_F_0476.jpg,647.1,306.1,549.4,306.8
s01_50_RGB_F_0501.jpg,646.6,306.1,573.4,289.3
s01_50_RGB_F_0526.jpg,646.6,306.3,573.4,289.5
s01_50_RGB_F_0551.jpg,647.3,306.3,550.7,306.1
s01_50_RGB_F_0576.jpg,647.7,307.0,549.8,305.0
s01_50_RGB_F_0601.jpg,641.2,307.0,545.8,307.0
s01_50_RGB_F_0626.jpg,647.5,305.0,550.1,303.8
s01_50_RGB_F_0651.jpg,647.5,305.2,549.1,303.8
s01_50_RGB_F_0676.jpg,646.6,305.4,548.9,304.8
s01_50_RGB_F_0701.jpg,643.9,303.6,548.0,303.4
s01_50_RGB_F_0726.jpg,645.5,302.9,548.7,302.5
s01_50_RGB_F_0751.jpg,645.7,302.9,548.7,302.5
s01_50_RGB_F_0776.jpg,645.7,301.6,548.7,301.4
s01_50_RGB_F_0801.jpg,667.7,283.9,546.7,300.2
s01_50_RGB_F_0826.jpg,668.1,284.8,550.1,300.5
s01_50_RGB_F_0851.jpg,644.6,302.5,547.6,301.1
s01_50_RGB_F_0876.jpg,646.6,302.7,548.0,302.0
s01_50_RGB_F_0901.jpg,645.5,302.7,548.5,302.7
s01_50_RGB_F_0926.jpg,648.4,306.3,573.4,288.4
s01_50_RGB_F_0951.jpg,647.1,306.3,547.1,306.3
s01_50_RGB_F_0976.jpg,647.5,307.2,572.0,288.6
s01_50_RGB_F_1001.jpg,648.9,309.5,549.8,306.1
s01_50_RGB_F_1026.jpg,650.0,308.6,550.7,305.7
s01_50_RGB_F_1051.jpg,648.9,308.1,550.5,306.8
s01_50_RGB_F_1076.jpg,0.0,0.0,0.0,0.0
s01_50_RGB_F_1101.jpg,649.5,307.5,550.3,305.2
s01_50_RGB_F_1126.jpg,650.9,305.7,551.6,303.8
s01_50_RGB_F_1151.jpg,650.2,305.2,550.3,303.8
s01_50_RGB_F_1176.jpg,650.9,303.4,551.4,301.8
s01_50_RGB_F_1201.jpg,650.2,301.6,551.6,301.1
s01_50_RGB_F_1226.jpg,648.9,302.7,550.1,302.0
s01_50_RGB_F_1251.jpg,646.6,303.6,548.0,302.5
s01_50_RGB_F_1276.jpg,644.8,304.8,546.7,303.8
s01_50_RGB_F_1301.jpg,0.0,0.0,0.0,0.0
s01_50_RGB_F_1326.jpg,641.6,304.8,542.6,304.3
s01_50_RGB_F_1351.jpg,641.0,306.1,564.6,287.9
s01_50_RGB_F_1376.jpg,637.3,307.2,538.5,305.9
